0.144663,0.227629,0.595172,0.9159,0.534727,0.459041,0.432266,0.453384,0.711641,0.454665,0.632552,0.433676,0.660033,0.423125,0.572487,0.647848,0.505633,0.404387,0.594463,0.608479,0.518379,0.441652,0.566148,0.614535,0.588152,0.60983,0.521383,0.478036,0.660557,0.52997,0.384014,0.56927,0.486691,0.51784,0.522279,0.649828,0.549649,0.547773,0.64077,0.522866,0.57485,0.45024,0.613675,0.567793,0.543531,0.420406,0.579743,0.476771,0.490926,0.345287
0.113769,0.196048,0.629406,0.914591,0.494127,0.451239,0.493265,0.468291,0.708793,0.444434,0.60681,0.444541,0.662255,0.458002,0.523733,0.639171,0.463611,0.455398,0.548976,0.649752,0.584357,0.411256,0.616848,0.574536,0.615248,0.499635,0.525845,0.502187,0.624158,0.550128,0.376058,0.560852,0.570148,0.548558,0.505571,0.665082,0.56738,0.55113,0.627733,0.53422,0.563791,0.452013,0.6205,0.55661,0.560641,0.426589,0.585441,0.518053,0.495226,0.354735
0.129653,0.110695,0.399611,0.843373,0.127117,0.430752,0.462857,0.510062,0.770853,0.759373,0.592898,0.44027,0.660808,0.429613,0.532479,0.651035,0.47059,0.441134,0.430544,0.674517,0.586831,0.447876,0.625347,0.597436,0.587294,0.542571,0.538937,0.517615,0.608338,0.493108,0.371531,0.531804,0.492879,0.536848,0.506734,0.660007,0.568302,0.533493,0.629404,0.514127,0.559089,0.456982,0.607818,0.568739,0.55941,0.398446,0.573215,0.502688,0.495682,0.352384
0.0887668,0.136952,0.624374,0.885852,0.493814,0.46513,0.379517,0.509286,0.652295,0.489753,0.615133,0.418098,0.653969,0.43727,0.527796,0.656604,0.473184,0.455717,0.481885,0.664843,0.583011,0.433411,0.622611,0.597794,0.590366,0.536986,0.530912,0.52256,0.61848,0.495238,0.39289,0.5042,0.347636,0.505512,0.561567,0.642797,0.565229,0.551938,0.625061,0.511912,0.562745,0.467921,0.612438,0.559559,0.557269,0.461417,0.581884,0.496228,0.490403,0.348254
0.320759,0.198934,0.0742107,0.837332,0.76265,0.425208,0.282113,0.448258,0.878269,0.51076,0.536115,0.346156,0.74207,0.469409,0.496526,0.811031,0.383714,0.478504,0.34973,0.809873,0.547556,0.414212,0.505779,0.406871,0.598137,0.602994,0.473727,0.506434,0.421077,0.718113,0.525595,0.360079,0.515782,0.547562,0.358635,0.664054,0.648572,0.632268,0.684332,0.656997,0.532884,0.371326,0.571186,0.643145,0.547238,0.752365,0.461851,0.591435,0.57239,0.366721
0.0866054,0.212429,0.59842,0.976252,0.509225,0.445635,0.458112,0.520223,0.666705,0.463895,0.615423,0.415371,0.653212,0.438941,0.536266,0.661249,0.46934,0.473029,0.545097,0.657951,0.58542,0.427888,0.615798,0.598691,0.593812,0.536405,0.53197,0.517472,0.621065,0.518078,0.386938,0.521225,0.475321,0.527092,0.528162,0.647668,0.553312,0.557209,0.62115,0.519812,0.576386,0.468924,0.620375,0.552809,0.563444,0.503572,0.58388,0.51258,0.470634,0.347991
0.0903845,0.135089,0.6199,0.884981,0.49892,0.466511,0.391705,0.509666,0.662877,0.480386,0.616919,0.430753,0.656608,0.43744,0.542452,0.652049,0.469483,0.453876,0.48236,0.666678,0.5781,0.435168,0.615958,0.591584,0.611334,0.541187,0.528947,0.534121,0.611327,0.47133,0.451853,0.491324,0.394307,0.53493,0.579738,0.658847,0.581805,0.563847,0.614684,0.529646,0.55793,0.461447,0.621482,0.543954,0.560574,0.459468,0.602459,0.486885,0.484563,0.355476
0.0879008,0.136745,0.62433,0.886862,0.493236,0.465256,0.378624,0.507918,0.653505,0.488878,0.615587,0.421879,0.654155,0.437465,0.52569,0.655733,0.471424,0.454078,0.482976,0.665103,0.581514,0.431753,0.623688,0.594952,0.59339,0.533775,0.531147,0.52143,0.621944,0.499489,0.393801,0.507571,0.347761,0.508007,0.563688,0.641285,0.565995,0.553444,0.627025,0.515329,0.562639,0.468379,0.614395,0.555213,0.562189,0.461209,0.581745,0.497962,0.492196,0.349777
0.112157,0.191057,0.622271,0.915038,0.496992,0.429958,0.512008,0.447112,0.665388,0.466612,0.595382,0.426255,0.667157,0.427224,0.527207,0.671327,0.451102,0.464958,0.51104,0.632137,0.611449,0.420761,0.568964,0.597648,0.58361,0.528824,0.528443,0.518471,0.625209,0.542712,0.370131,0.536518,0.584034,0.543847,0.483373,0.654616,0.566951,0.552999,0.620815,0.531879,0.568634,0.470418,0.615001,0.5676,0.565716,0.437648,0.573265,0.499424,0.494271,0.349136
0.125544,0.218263,0.633488,0.912814,0.499143,0.459017,0.415701,0.495006,0.669771,0.47733,0.609191,0.42136,0.657279,0.437716,0.536662,0.660755,0.468431,0.474748,0.542647,0.657283,0.584053,0.423949,0.617587,0.60039,0.594186,0.535218,0.528922,0.522584,0.617702,0.508296,0.389418,0.514982,0.410358,0.518494,0.537722,0.647807,0.560899,0.551666,0.623183,0.51673,0.566241,0.468402,0.613997,0.557466,0.560904,0.452798,0.577676,0.501159,0.483723,0.352036
0.26441,0.174343,0.207595,0.866697,0.861553,0.316012,0.322497,0.302721,0.884965,0.409802,0.779352,0.342514,0.599951,0.617256,0.242605,0.79562,0.597644,0.576671,0.433813,0.786789,0.641063,0.596125,0.502373,0.436737,0.723469,0.513423,0.655538,0.546715,0.565173,0.604038,0.430605,0.517422,0.394125,0.626043,0.460918,0.706299,0.583183,0.610608,0.638231,0.554045,0.501021,0.393585,0.589278,0.521268,0.570771,0.55463,0.596709,0.524054,0.391718,0.353131
